,Day of Year,Year,Month,Day,First Hour of Period,Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Average Wind Speed (Day),Sky Cover,Visibility,Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period),Power Generated,Timestamp
2646,209,2009,07,28,22,False,0.685446009,62,27,12.8,4,10.0,87,13.0,29.86,0,2009-07-28
2645,209,2009,07,28,19,True,0.474178404,62,27,12.8,3,10.0,84,15.0,29.84,828,2009-07-28
2644,209,2009,07,28,16,True,0.262910798,62,27,12.8,2,10.0,70,21.0,29.83,14653,2009-07-28
2643,209,2009,07,28,13,True,0.051643192,62,27,12.8,1,10.0,68,18.0,29.86,28694,2009-07-28
2640,209,2009,07,28,4,False,0.582159624,62,27,12.8,4,10.0,90,8.0,29.88,0,2009-07-28
2641,209,2009,07,28,7,True,0.370892019,62,27,12.8,4,10.0,90,6.0,29.9,639,2009-07-28
2639,209,2009,07,28,1,False,0.79342723,62,27,12.8,4,10.0,87,11.0,29.89,0,2009-07-28
2642,209,2009,07,28,10,True,0.159624413,62,27,12.8,3,10.0,75,13.0,29.9,7082,2009-07-28
2653,210,2009,07,29,19,True,0.475294118,65,27,13.6,3,9.0,81,17.0,29.86,771,2009-07-29
2652,210,2009,07,29,16,True,0.263529412,65,27,13.6,1,10.0,66,22.0,29.85,13620,2009-07-29
2651,210,2009,07,29,13,True,0.051764706,65,27,13.6,1,10.0,59,21.0,29.86,30473,2009-07-29
2654,210,2009,07,29,22,False,0.687058824,65,27,13.6,4,10.0,84,13.0,29.89,0,2009-07-29
2649,210,2009,07,29,7,True,0.371764706,65,27,13.6,4,10.0,84,6.0,29.87,938,2009-07-29
2648,210,2009,07,29,4,False,0.583529412,65,27,13.6,4,10.0,84,8.0,29.84,0,2009-07-29
2647,210,2009,07,29,1,False,0.795294118,65,27,13.6,4,10.0,84,7.0,29.85,0,2009-07-29
2650,210,2009,07,29,10,True,0.16,65,27,13.6,1,10.0,68,14.0,29.88,10750,2009-07-29
2655,211,2009,07,30,1,False,0.797169811,63,26,11.6,4,10.0,87,7.0,29.89,0,2009-07-30
2656,211,2009,07,30,4,False,0.58490566,63,26,11.6,4,10.0,84,9.0,29.89,0,2009-07-30
2657,211,2009,07,30,7,True,0.372641509,63,26,11.6,4,10.0,81,8.0,29.93,1353,2009-07-30
2658,211,2009,07,30,10,True,0.160377358,63,26,11.6,3,10.0,70,15.0,29.96,10411,2009-07-30
2659,211,2009,07,30,13,True,0.051886792,63,26,11.6,1,10.0,66,18.0,29.95,32389,2009-07-30
2660,211,2009,07,30,16,True,0.264150943,63,26,11.6,3,10.0,70,17.0,29.91,19605,2009-07-30
2661,211,2009,07,30,19,True,0.476415094,63,26,11.6,4,9.0,84,14.0,29.93,2225,2009-07-30
2662,211,2009,07,30,22,False,0.688679245,63,26,11.6,4,10.0,87,8.0,29.95,0,2009-07-30
2669,212,2009,07,31,19,True,0.477541371,62,28,12.8,2,9.0,87,13.0,29.94,734,2009-07-31
2670,212,2009,07,31,22,False,0.690307329,62,28,12.8,3,10.0,93,13.0,29.96,0,2009-07-31
2668,212,2009,07,31,16,True,0.264775414,62,28,12.8,2,10.0,70,24.0,29.92,17733,2009-07-31
2667,212,2009,07,31,13,True,0.052009456,62,28,12.8,1,10.0,61,16.0,29.97,34021,2009-07-31
2665,212,2009,07,31,7,True,0.373522459,62,28,12.8,4,10.0,87,7.0,29.98,1276,2009-07-31
2664,212,2009,07,31,4,False,0.586288416,62,28,12.8,4,10.0,93,7.0,29.94,0,2009-07-31
2663,212,2009,07,31,1,False,0.799054374,62,28,12.8,4,10.0,87,8.0,29.94,0,2009-07-31
2666,212,2009,07,31,10,True,0.160756501,62,28,12.8,3,10.0,75,13.0,29.99,11886,2009-07-31
2678,213,2009,08,01,22,False,0.691943128,63,28,13.0,2,10.0,84,10.0,30.0,0,2009-08-01
2676,213,2009,08,01,16,True,0.265402844,63,28,13.0,2,10.0,73,20.0,29.97,18771,2009-08-01
2675,213,2009,08,01,13,True,0.052132701,63,28,13.0,1,10.0,63,24.0,29.97,34447,2009-08-01
2677,213,2009,08,01,19,True,0.478672986,63,28,13.0,3,9.0,81,13.0,29.98,1739,2009-08-01
2673,213,2009,08,01,7,True,0.374407583,63,28,13.0,4,10.0,87,5.0,29.97,1974,2009-08-01
2672,213,2009,08,01,4,False,0.587677725,63,28,13.0,4,10.0,90,5.0,29.94,0,2009-08-01
2671,213,2009,08,01,1,False,0.800947867,63,28,13.0,4,9.0,90,13.0,29.95,0,2009-08-01
2674,213,2009,08,01,10,True,0.161137441,63,28,13.0,2,10.0,68,13.0,29.98,23788,2009-08-01
2686,214,2009,08,02,22,False,0.692763938,63,27,13.5,4,10.0,84,16.0,29.98,0,2009-08-02
2679,214,2009,08,02,1,False,0.801897983,63,27,13.5,4,10.0,84,13.0,29.99,0,2009-08-02
2680,214,2009,08,02,4,False,0.588374852,63,27,13.5,4,10.0,90,5.0,29.99,0,2009-08-02
2681,214,2009,08,02,7,True,0.37485172,63,27,13.5,4,10.0,87,11.0,30.02,610,2009-08-02
2682,214,2009,08,02,10,True,0.161328588,63,27,13.5,3,10.0,70,14.0,30.02,7779,2009-08-02
2683,214,2009,08,02,13,True,0.052194543,63,27,13.5,1,10.0,63,16.0,30.0,30137,2009-08-02
2684,214,2009,08,02,16,True,0.265717675,63,27,13.5,1,10.0,65,25.0,29.97,20887,2009-08-02
2685,214,2009,08,02,19,True,0.479240807,63,27,13.5,3,10.0,81,13.0,29.96,1661,2009-08-02
2693,215,2009,08,03,19,True,0.480380499,64,27,11.5,1,10.0,75,14.0,29.97,1509,2009-08-03
2692,215,2009,08,03,16,True,0.266349584,64,27,11.5,1,10.0,61,17.0,29.97,20756,2009-08-03
2694,215,2009,08,03,22,False,0.694411415,64,27,11.5,4,10.0,87,17.0,29.99,0,2009-08-03
2691,215,2009,08,03,13,True,0.052318668,64,27,11.5,1,10.0,59,15.0,30.0,34325,2009-08-03
2687,215,2009,08,03,1,False,0.803804994,64,27,11.5,4,10.0,87,10.0,29.98,0,2009-08-03
2689,215,2009,08,03,7,True,0.375743163,64,27,11.5,4,10.0,84,6.0,30.01,1259,2009-08-03
2688,215,2009,08,03,4,False,0.589774078,64,27,11.5,4,9.0,90,5.0,29.99,0,2009-08-03
2690,215,2009,08,03,10,True,0.161712247,64,27,11.5,4,10.0,70,8.0,30.02,12757,2009-08-03
2695,216,2009,08,04,1,False,0.805721097,66,27,12.0,4,10.0,93,7.0,30.01,0,2009-08-04
2696,216,2009,08,04,4,False,0.591179976,66,27,12.0,4,10.0,87,3.0,30.02,0,2009-08-04
2697,216,2009,08,04,7,True,0.376638856,66,27,12.0,3,10.0,81,5.0,30.05,4745,2009-08-04
2698,216,2009,08,04,10,True,0.162097735,66,27,12.0,1,10.0,66,11.0,30.06,22158,2009-08-04
2699,216,2009,08,04,13,True,0.052443385,66,27,12.0,0,10.0,52,18.0,30.03,33187,2009-08-04
2700,216,2009,08,04,16,True,0.266984505,66,27,12.0,1,10.0,55,21.0,29.99,20199,2009-08-04
2701,216,2009,08,04,19,True,0.481525626,66,27,12.0,1,10.0,73,18.0,29.97,1452,2009-08-04
2702,216,2009,08,04,22,False,0.696066746,66,27,12.0,1,10.0,84,10.0,30.0,0,2009-08-04
2710,217,2009,08,05,22,False,0.697729988,66,26,14.0,4,10.0,78,10.0,29.98,0,2009-08-05
2709,217,2009,08,05,19,True,0.482676225,66,26,14.0,3,10.0,70,13.0,29.96,1588,2009-08-05
2708,217,2009,08,05,16,True,0.267622461,66,26,14.0,2,10.0,68,23.0,29.98,22084,2009-08-05
2707,217,2009,08,05,13,True,0.052568698,66,26,14.0,1,10.0,59,17.0,30.01,34055,2009-08-05
2703,217,2009,08,05,1,False,0.807646356,66,26,14.0,1,10.0,81,16.0,30.0,0,2009-08-05
2705,217,2009,08,05,7,True,0.377538829,66,26,14.0,4,10.0,84,7.0,30.01,1428,2009-08-05
2704,217,2009,08,05,4,False,0.592592593,66,26,14.0,4,10.0,90,9.0,30.01,0,2009-08-05
2706,217,2009,08,05,10,True,0.162485066,66,26,14.0,3,10.0,68,13.0,30.02,19029,2009-08-05
2716,218,2009,08,06,16,True,0.268263473,66,27,12.9,2,10.0,59,15.0,30.03,20514,2009-08-06
2718,218,2009,08,06,22,False,0.699401198,66,27,12.9,2,10.0,81,17.0,30.04,0,2009-08-06
2717,218,2009,08,06,19,True,0.483832335,66,27,12.9,2,10.0,73,20.0,30.02,1481,2009-08-06
2715,218,2009,08,06,13,True,0.052694611,66,27,12.9,3,10.0,59,10.0,30.06,24803,2009-08-06
2711,218,2009,08,06,1,False,0.809580838,66,27,12.9,3,10.0,78,5.0,29.96,0,2009-08-06
2713,218,2009,08,06,7,True,0.378443114,66,27,12.9,3,10.0,78,9.0,30.02,3997,2009-08-06
2712,218,2009,08,06,4,False,0.594011976,66,27,12.9,4,10.0,81,10.0,29.97,0,2009-08-06
2714,218,2009,08,06,10,True,0.162874251,66,27,12.9,3,10.0,57,11.0,30.04,19430,2009-08-06
2719,219,2009,08,07,1,False,0.81032413,64,27,16.1,3,10.0,87,11.0,30.03,0,2009-08-07
2720,219,2009,08,07,4,False,0.594237695,64,27,16.1,4,10.0,84,16.0,30.02,0,2009-08-07
2721,219,2009,08,07,7,True,0.378151261,64,27,16.1,3,10.0,81,17.0,30.05,5248,2009-08-07
2722,219,2009,08,07,10,True,0.162064826,64,27,16.1,2,10.0,65,11.0,30.07,24698,2009-08-07
2723,219,2009,08,07,13,True,0.054021609,64,27,16.1,2,10.0,61,23.0,30.06,33210,2009-08-07
2724,219,2009,08,07,16,True,0.270108043,64,27,16.1,2,10.0,63,17.0,30.03,19423,2009-08-07
2725,219,2009,08,07,19,True,0.486194478,64,27,16.1,1,10.0,81,20.0,30.02,1397,2009-08-07
2726,219,2009,08,07,22,False,0.702280912,64,27,16.1,1,9.0,87,18.0,30.03,0,2009-08-07
2731,220,2009,08,08,13,True,0.054151625,67,30,9.8,1,10.0,50,18.0,29.98,31908,2009-08-08
2733,220,2009,08,08,19,True,0.487364621,67,30,9.8,2,9.0,78,18.0,29.94,1425,2009-08-08
2732,220,2009,08,08,16,True,0.270758123,67,30,9.8,1,10.0,55,16.0,29.95,19265,2009-08-08
2734,220,2009,08,08,22,False,0.703971119,67,30,9.8,1,10.0,84,9.0,29.96,0,2009-08-08
2730,220,2009,08,08,10,True,0.162454874,67,30,9.8,1,8.0,73,5.0,30.02,26346,2009-08-08
2728,220,2009,08,08,4,False,0.59566787,67,30,9.8,0,10.0,84,3.0,30.0,0,2009-08-08
2727,220,2009,08,08,1,False,0.812274368,67,30,9.8,1,9.0,87,7.0,30.02,0,2009-08-08
2729,220,2009,08,08,7,True,0.379061372,67,30,9.8,0,8.0,81,0.0,30.02,6035,2009-08-08
2735,221,2009,08,09,1,False,0.814234017,71,29,9.7,0,10.0,84,5.0,29.93,0,2009-08-09
2736,221,2009,08,09,4,False,0.597104946,71,29,9.7,0,10.0,87,0.0,29.93,0,2009-08-09
2737,221,2009,08,09,7,True,0.379975875,71,29,9.7,0,9.0,75,0.0,29.94,5801,2009-08-09
2738,221,2009,08,09,10,True,0.162846803,71,29,9.7,1,9.0,73,5.0,29.95,25690,2009-08-09
2739,221,2009,08,09,13,True,0.054282268,71,29,9.7,1,10.0,32,20.0,29.91,31531,2009-08-09
2740,221,2009,08,09,16,True,0.271411339,71,29,9.7,1,10.0,47,20.0,29.88,18938,2009-08-09
2741,221,2009,08,09,19,True,0.48854041,71,29,9.7,2,10.0,73,15.0,29.85,1329,2009-08-09
2742,221,2009,08,09,22,False,0.705669481,71,29,9.7,0,10.0,75,9.0,29.88,0,2009-08-09
2749,222,2009,08,10,19,True,0.489721886,73,30,10.3,2,10.0,78,18.0,29.91,906,2009-08-10
2748,222,2009,08,10,16,True,0.272067715,73,30,10.3,2,10.0,55,20.0,29.91,17623,2009-08-10
2747,222,2009,08,10,13,True,0.054413543,73,30,10.3,1,10.0,44,21.0,29.92,31366,2009-08-10
2750,222,2009,08,10,22,False,0.707376058,73,30,10.3,1,10.0,87,10.0,29.96,0,2009-08-10
2745,222,2009,08,10,7,True,0.3808948,73,30,10.3,0,10.0,75,0.0,29.92,6044,2009-08-10
2744,222,2009,08,10,4,False,0.598548972,73,30,10.3,0,10.0,84,5.0,29.88,0,2009-08-10
2743,222,2009,08,10,1,False,0.816203144,73,30,10.3,0,10.0,78,5.0,29.88,0,2009-08-10
2746,222,2009,08,10,10,True,0.163240629,73,30,10.3,1,10.0,66,5.0,29.94,25211,2009-08-10
2757,223,2009,08,11,19,True,0.490909091,66,30,9.3,3,10.0,87,13.0,30.0,1346,2009-08-11
2756,223,2009,08,11,16,True,0.272727273,66,30,9.3,1,10.0,70,18.0,30.0,17905,2009-08-11
2755,223,2009,08,11,13,True,0.054545455,66,30,9.3,3,10.0,61,21.0,30.02,27606,2009-08-11
2758,223,2009,08,11,22,False,0.709090909,66,30,9.3,2,10.0,90,8.0,30.01,0,2009-08-11
2753,223,2009,08,11,7,True,0.381818182,66,30,9.3,1,10.0,84,0.0,30.02,744,2009-08-11
2752,223,2009,08,11,4,False,0.6,66,30,9.3,2,10.0,90,5.0,29.98,0,2009-08-11
2751,223,2009,08,11,1,False,0.818181818,66,30,9.3,2,10.0,90,8.0,29.97,0,2009-08-11
2754,223,2009,08,11,10,True,0.163636364,66,30,9.3,1,10.0,70,7.0,30.03,11209,2009-08-11
2759,224,2009,08,12,1,False,0.820170109,71,29,12.5,2,10.0,90,5.0,30.0,0,2009-08-12
2760,224,2009,08,12,4,False,0.60145808,71,29,12.5,2,10.0,93,7.0,29.99,0,2009-08-12
2761,224,2009,08,12,7,True,0.382746051,71,29,12.5,3,10.0,90,0.0,30.0,6343,2009-08-12
2762,224,2009,08,12,10,True,0.164034022,71,29,12.5,1,10.0,73,3.0,30.01,27323,2009-08-12
2763,224,2009,08,12,13,True,0.054678007,71,29,12.5,1,10.0,42,22.0,29.98,32295,2009-08-12
2764,224,2009,08,12,16,True,0.273390036,71,29,12.5,1,10.0,50,31.0,29.94,19187,2009-08-12
2765,224,2009,08,12,19,True,0.492102066,71,29,12.5,3,10.0,53,14.0,29.93,1318,2009-08-12
2766,224,2009,08,12,22,False,0.710814095,71,29,12.5,1,10.0,73,10.0,29.96,0,2009-08-12
2772,225,2009,08,13,16,True,0.275274056,67,28,21.2,1,10.0,48,26.0,29.93,19164,2009-08-13
2773,225,2009,08,13,19,True,0.494518879,67,28,21.2,0,10.0,61,28.0,29.91,1110,2009-08-13
2771,225,2009,08,13,13,True,0.056029233,67,28,21.2,1,10.0,48,28.0,29.97,32235,2009-08-13
2774,225,2009,08,13,22,False,0.713763703,67,28,21.2,2,10.0,72,20.0,29.94,0,2009-08-13
2769,225,2009,08,13,7,True,0.382460414,67,28,21.2,1,10.0,81,16.0,29.97,6406,2009-08-13
2767,225,2009,08,13,1,False,0.820950061,67,28,21.2,2,10.0,78,14.0,29.95,0,2009-08-13
2770,225,2009,08,13,10,True,0.163215591,67,28,21.2,1,10.0,63,17.0,29.98,27136,2009-08-13
2768,225,2009,08,13,4,False,0.601705238,67,28,21.2,2,10.0,90,15.0,29.94,0,2009-08-13
2782,226,2009,08,14,22,False,0.716381418,63,26,19.3,1,10.0,81,10.0,29.94,0,2009-08-14
2775,226,2009,08,14,1,False,0.82396088,63,26,19.3,2,10.0,72,18.0,29.96,0,2009-08-14
2776,226,2009,08,14,4,False,0.60391198,63,26,19.3,2,10.0,72,24.0,29.95,0,2009-08-14
2777,226,2009,08,14,7,True,0.383863081,63,26,19.3,1,10.0,72,17.0,29.97,6524,2009-08-14
2778,226,2009,08,14,10,True,0.163814181,63,26,19.3,1,10.0,63,26.0,29.99,27737,2009-08-14
2779,226,2009,08,14,13,True,0.056234719,63,26,19.3,1,10.0,63,21.0,29.99,33293,2009-08-14
2780,226,2009,08,14,16,True,0.276283619,63,26,19.3,1,10.0,65,23.0,29.96,19411,2009-08-14
2781,226,2009,08,14,19,True,0.496332518,63,26,19.3,2,10.0,75,15.0,29.94,1158,2009-08-14
2790,227,2009,08,15,22,False,0.718137255,67,30,8.5,1,10.0,81,13.0,29.92,0,2009-08-15
2789,227,2009,08,15,19,True,0.49754902,67,30,8.5,1,10.0,72,9.0,29.89,1091,2009-08-15
2788,227,2009,08,15,16,True,0.276960784,67,30,8.5,0,10.0,53,21.0,29.91,18854,2009-08-15
2787,227,2009,08,15,13,True,0.056372549,67,30,8.5,0,10.0,40,15.0,29.93,32413,2009-08-15
2784,227,2009,08,15,4,False,0.605392157,67,30,8.5,1,10.0,83,3.0,29.93,0,2009-08-15
2785,227,2009,08,15,7,True,0.384803922,67,30,8.5,0,10.0,78,0.0,29.96,5826,2009-08-15
2783,227,2009,08,15,1,False,0.825980392,67,30,8.5,0,10.0,83,3.0,29.94,0,2009-08-15
2786,227,2009,08,15,10,True,0.164215686,67,30,8.5,0,9.0,70,5.0,29.96,26714,2009-08-15
2795,228,2009,08,16,13,True,0.056441718,65,30,11.1,1,10.0,53,14.0,29.9,31397,2009-08-16
2797,228,2009,08,16,19,True,0.498159509,65,30,11.1,1,9.0,78,18.0,29.85,1055,2009-08-16
2796,228,2009,08,16,16,True,0.277300613,65,30,11.1,1,10.0,51,22.0,29.85,18705,2009-08-16
2798,228,2009,08,16,22,False,0.719018405,65,30,11.1,1,10.0,83,16.0,29.89,0,2009-08-16
2794,228,2009,08,16,10,True,0.164417178,65,30,11.1,2,10.0,61,6.0,29.93,26277,2009-08-16
2792,228,2009,08,16,4,False,0.606134969,65,30,11.1,1,10.0,83,6.0,29.9,0,2009-08-16
2791,228,2009,08,16,1,False,0.826993865,65,30,11.1,1,10.0,83,7.0,29.9,0,2009-08-16
2793,228,2009,08,16,7,True,0.385276074,65,30,11.1,1,10.0,78,0.0,29.93,5831,2009-08-16
2805,229,2009,08,17,19,True,0.499384994,62,29,14.2,3,10.0,87,18.0,29.86,1132,2009-08-17
2804,229,2009,08,17,16,True,0.27798278,62,29,14.2,1,10.0,73,25.0,29.86,19120,2009-08-17
2803,229,2009,08,17,13,True,0.056580566,62,29,14.2,1,10.0,65,23.0,29.9,33053,2009-08-17
2806,229,2009,08,17,22,False,0.720787208,62,29,14.2,3,10.0,87,13.0,29.88,0,2009-08-17
2801,229,2009,08,17,7,True,0.386223862,62,29,14.2,1,9.0,84,8.0,29.92,1379,2009-08-17
2800,229,2009,08,17,4,False,0.607626076,62,29,14.2,1,10.0,87,7.0,29.87,0,2009-08-17
2799,229,2009,08,17,1,False,0.82902829,62,29,14.2,1,10.0,83,10.0,29.87,0,2009-08-17
2802,229,2009,08,17,10,True,0.164821648,62,29,14.2,1,10.0,65,10.0,29.92,24772,2009-08-17
2807,230,2009,08,18,1,False,0.830864198,62,29,11.5,3,10.0,87,6.0,29.87,0,2009-08-18
2808,230,2009,08,18,4,False,0.608641975,62,29,11.5,4,10.0,83,5.0,29.86,0,2009-08-18
2809,230,2009,08,18,7,True,0.386419753,62,29,11.5,4,9.0,84,7.0,29.87,806,2009-08-18
2810,230,2009,08,18,10,True,0.164197531,62,29,11.5,1,9.0,73,13.0,29.88,20290,2009-08-18
2811,230,2009,08,18,13,True,0.058024691,62,29,11.5,1,10.0,63,18.0,29.85,31772,2009-08-18
2812,230,2009,08,18,16,True,0.280246914,62,29,11.5,1,10.0,68,21.0,29.81,18020,2009-08-18
2813,230,2009,08,18,19,True,0.502469136,62,29,11.5,1,10.0,87,18.0,29.81,499,2009-08-18
2814,230,2009,08,18,22,False,0.724691358,62,29,11.5,1,10.0,90,10.0,29.84,0,2009-08-18
2820,231,2009,08,19,16,True,0.280940594,65,30,8.6,1,10.0,63,17.0,29.82,11166,2009-08-19
2821,231,2009,08,19,19,True,0.503712871,65,30,8.6,1,10.0,81,15.0,29.84,863,2009-08-19
2819,231,2009,08,19,13,True,0.058168317,65,30,8.6,1,9.0,66,6.0,29.85,18238,2009-08-19
2822,231,2009,08,19,22,False,0.726485149,65,30,8.6,1,10.0,78,6.0,29.87,0,2009-08-19
2817,231,2009,08,19,7,True,0.387376238,65,30,8.6,4,10.0,84,0.0,29.85,0,2009-08-19
2815,231,2009,08,19,1,False,0.832920792,65,30,8.6,4,10.0,93,10.0,29.82,0,2009-08-19
2818,231,2009,08,19,10,True,0.16460396,65,30,8.6,2,9.0,73,5.0,29.87,8584,2009-08-19
2816,231,2009,08,19,4,False,0.610148515,65,30,8.6,4,10.0,87,6.0,29.82,0,2009-08-19
2830,232,2009,08,20,22,False,0.728287841,64,28,12.3,4,10.0,90,14.0,29.94,0,2009-08-20
2823,232,2009,08,20,1,False,0.834987593,64,28,12.3,2,10.0,84,0.0,29.86,0,2009-08-20
2824,232,2009,08,20,4,False,0.611662531,64,28,12.3,3,10.0,84,6.0,29.88,0,2009-08-20
2825,232,2009,08,20,7,True,0.388337469,64,28,12.3,3,10.0,81,7.0,29.91,759,2009-08-20
2826,232,2009,08,20,10,True,0.165012407,64,28,12.3,1,10.0,66,10.0,29.92,8690,2009-08-20
2827,232,2009,08,20,13,True,0.058312655,64,28,12.3,1,10.0,55,16.0,29.92,25632,2009-08-20
2828,232,2009,08,20,16,True,0.281637717,64,28,12.3,1,10.0,65,21.0,29.9,18709,2009-08-20
2829,232,2009,08,20,19,True,0.504962779,64,28,12.3,2,10.0,84,20.0,29.91,1306,2009-08-20
2837,233,2009,08,21,19,True,0.506849315,68,29,9.2,2,10.0,70,15.0,29.82,886,2009-08-21
2836,233,2009,08,21,16,True,0.282689913,68,29,9.2,2,10.0,55,18.0,29.81,18040,2009-08-21
2835,233,2009,08,21,13,True,0.058530511,68,29,9.2,1,10.0,68,6.0,29.87,31163,2009-08-21
2832,233,2009,08,21,4,False,0.613947696,68,29,9.2,4,10.0,90,0.0,29.91,0,2009-08-21
2833,233,2009,08,21,7,True,0.389788294,68,29,9.2,4,9.0,87,3.0,29.92,1211,2009-08-21
2831,233,2009,08,21,1,False,0.838107098,68,29,9.2,4,10.0,87,6.0,29.93,0,2009-08-21
2838,233,2009,08,21,22,False,0.731008717,68,29,9.2,0,10.0,78,10.0,29.86,0,2009-08-21
2834,233,2009,08,21,10,True,0.165628892,68,29,9.2,1,10.0,75,3.0,29.92,22969,2009-08-21
2845,234,2009,08,22,19,True,0.509363296,63,29,14.7,3,10.0,78,22.0,29.88,467,2009-08-22
2844,234,2009,08,22,16,True,0.284644195,63,29,14.7,3,10.0,68,17.0,29.86,17506,2009-08-22
2846,234,2009,08,22,22,False,0.734082397,63,29,14.7,3,10.0,81,14.0,29.89,0,2009-08-22
2843,234,2009,08,22,13,True,0.059925094,63,29,14.7,2,10.0,63,21.0,29.86,32668,2009-08-22
2842,234,2009,08,22,10,True,0.164794007,63,29,14.7,2,10.0,73,17.0,29.89,17165,2009-08-22
2841,234,2009,08,22,7,True,0.389513109,63,29,14.7,2,9.0,84,7.0,29.88,1709,2009-08-22
2840,234,2009,08,22,4,False,0.61423221,63,29,14.7,1,10.0,84,8.0,29.83,0,2009-08-22
2839,234,2009,08,22,1,False,0.838951311,63,29,14.7,1,10.0,81,11.0,29.84,0,2009-08-22
2847,235,2009,08,23,1,False,0.841051314,62,28,11.6,3,10.0,81,6.0,29.87,0,2009-08-23
2848,235,2009,08,23,4,False,0.615769712,62,28,11.6,2,10.0,87,3.0,29.87,0,2009-08-23
2849,235,2009,08,23,7,True,0.39048811,62,28,11.6,2,10.0,87,6.0,29.91,879,2009-08-23
2850,235,2009,08,23,10,True,0.165206508,62,28,11.6,2,10.0,63,10.0,29.94,14255,2009-08-23
2851,235,2009,08,23,13,True,0.060075094,62,28,11.6,2,10.0,57,24.0,29.92,34720,2009-08-23
2852,235,2009,08,23,16,True,0.285356696,62,28,11.6,2,10.0,65,29.0,29.91,18413,2009-08-23
2853,235,2009,08,23,19,True,0.510638298,62,28,11.6,3,10.0,83,11.0,29.91,1261,2009-08-23
2854,235,2009,08,23,22,False,0.7359199,62,28,11.6,3,10.0,80,8.0,29.92,0,2009-08-23
2862,236,2009,08,24,22,False,0.737766625,61,27,8.1,1,10.0,86,9.0,29.97,0,2009-08-24
2861,236,2009,08,24,19,True,0.511919699,61,27,8.1,1,10.0,75,14.0,29.94,858,2009-08-24
2860,236,2009,08,24,16,True,0.286072773,61,27,8.1,1,10.0,63,14.0,29.95,18560,2009-08-24
2859,236,2009,08,24,13,True,0.060225847,61,27,8.1,1,10.0,59,18.0,29.95,32841,2009-08-24
2855,236,2009,08,24,1,False,0.843161857,61,27,8.1,2,10.0,80,8.0,29.91,0,2009-08-24
2857,236,2009,08,24,7,True,0.391468005,61,27,8.1,1,9.0,80,0.0,29.94,855,2009-08-24
2856,236,2009,08,24,4,False,0.617314931,61,27,8.1,1,10.0,83,3.0,29.91,0,2009-08-24
2858,236,2009,08,24,10,True,0.165621079,61,27,8.1,1,10.0,68,3.0,29.96,22613,2009-08-24
2867,237,2009,08,25,13,True,0.060377358,63,29,9.8,1,10.0,66,6.0,29.96,32513,2009-08-25
2869,237,2009,08,25,19,True,0.513207547,63,29,9.8,1,10.0,78,16.0,29.93,802,2009-08-25
2868,237,2009,08,25,16,True,0.286792453,63,29,9.8,1,10.0,63,21.0,29.92,18417,2009-08-25
2870,237,2009,08,25,22,False,0.739622642,63,29,9.8,1,10.0,90,15.0,29.97,0,2009-08-25
2866,237,2009,08,25,10,True,0.166037736,63,29,9.8,1,10.0,70,6.0,29.99,25263,2009-08-25
2864,237,2009,08,25,4,False,0.618867925,63,29,9.8,4,10.0,83,5.0,29.96,0,2009-08-25
2865,237,2009,08,25,7,True,0.39245283,63,29,9.8,2,9.0,87,7.0,29.99,1390,2009-08-25
2863,237,2009,08,25,1,False,0.845283019,63,29,9.8,1,10.0,83,3.0,29.97,0,2009-08-25
2871,238,2009,08,26,1,False,0.847222222,62,30,12.1,1,10.0,93,8.0,29.99,0,2009-08-26
2872,238,2009,08,26,4,False,0.619949495,62,30,12.1,4,10.0,90,5.0,29.99,0,2009-08-26
2873,238,2009,08,26,7,True,0.392676768,62,30,12.1,4,9.0,87,5.0,30.02,1245,2009-08-26
2874,238,2009,08,26,10,True,0.16540404,62,30,12.1,1,10.0,70,13.0,30.03,23711,2009-08-26
2875,238,2009,08,26,13,True,0.061868687,62,30,12.1,1,10.0,61,15.0,30.0,31463,2009-08-26
2876,238,2009,08,26,16,True,0.289141414,62,30,12.1,1,10.0,70,23.0,29.98,18322,2009-08-26
2877,238,2009,08,26,19,True,0.516414141,62,30,12.1,2,10.0,90,13.0,29.99,747,2009-08-26
2878,238,2009,08,26,22,False,0.743686869,62,30,12.1,1,10.0,93,15.0,30.04,0,2009-08-26
2880,239,2009,08,27,4,False,0.621518987,71,29,9.8,3,10.0,96,6.0,30.04,0,2009-08-27
2886,239,2009,08,27,22,False,0.74556962,71,29,9.8,3,10.0,61,9.0,29.98,0,2009-08-27
2885,239,2009,08,27,19,True,0.517721519,71,29,9.8,3,10.0,47,22.0,29.95,1090,2009-08-27
2884,239,2009,08,27,16,True,0.289873418,71,29,9.8,3,10.0,47,18.0,29.95,17989,2009-08-27
2879,239,2009,08,27,1,False,0.849367089,71,29,9.8,2,10.0,93,10.0,30.05,0,2009-08-27
2882,239,2009,08,27,10,True,0.165822785,71,29,9.8,1,10.0,78,3.0,30.05,26175,2009-08-27
2881,239,2009,08,27,7,True,0.393670886,71,29,9.8,4,0.25,100,5.0,30.06,5372,2009-08-27
2883,239,2009,08,27,13,True,0.062025316,71,29,9.8,0,10.0,42,13.0,30.0,31028,2009-08-27
2891,240,2009,08,28,13,True,0.062261753,78,29,6.6,3,10.0,36,5.0,29.94,22231,2009-08-28
